Cemetery	בית עלמין
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah.  Last week.	כן.  בשבוע שעבר.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah, well.  You know.	כן, טוב.  אתה יודע.
Yeah.	כן.
Yeah.	כן.
Yeah.	כן.
Yeah.	כן.
Yeah.	כן.
Yeah.	כן.
How's work?	איך בעבודה?
How's work?	איך בעבודה?
How's work?	איך בעבודה?
How's work?	איך בעבודה?
How's work?	איך בעבודה?
How's work?	איך בעבודה?
Same old, same old.	כרגיל, כרגיל.
Same old, same old.	כרגיל, כרגיל.
Same old, same old.	כרגיל, כרגיל.
Same old, same old.	כרגיל, כרגיל.
Same old, same old.	כרגיל, כרגיל.
Same old, same old.	כרגיל, כרגיל.
Like the music?	מה דעתך על המוזיקה?
Like the music?	מה דעתך על המוזיקה?
Like the music?	מה דעתך על המוזיקה?
Like the music?	מה דעתך על המוזיקה?
Like the music?	מה דעתך על המוזיקה?
Like the music?	מה דעתך על המוזיקה?
It's alright.	היא בסדר.
It's alright.	היא בסדר.
It's alright.	היא בסדר.
It's alright.	היא בסדר.
It's alright.	היא בסדר.
It's alright.	היא בסדר.
Where'd you get the costume?	מאיפה התחפושת שלך?
Where'd you get the costume?	מאיפה התחפושת שלך?
Where'd you get the costume?	מאיפה התחפושת שלך?
Where'd you get the costume?	מאיפה התחפושת שלך?
Where'd you get the costume?	מאיפה התחפושת שלך?
Where'd you get the costume?	מאיפה התחפושת שלך?
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Ah, I wore it last year.	אה, לבשתי אותה בשנה שעברה.
Can I get you a refill?	אפשר להביא לך עוד משקה?
Can I get you a refill?	אפשר להביא לך עוד משקה?
Can I get you a refill?	אפשר להביא לך עוד משקה?
Can I get you a refill?	אפשר להביא לך עוד משקה?
Can I get you a refill?	אפשר להביא לך עוד משקה?
Can I get you a refill?	אפשר להביא לך עוד משקה?
Nyah.  I'm fine.	לאא.  אני בסדר.
Nyah.  I'm fine.	לאא.  אני בסדר.
Nyah.  I'm fine.	לאא.  אני בסדר.
Nyah.  I'm fine.	לאא.  אני בסדר.
Nyah.  I'm fine.	לאא.  אני בסדר.
Nyah.  I'm fine.	לאא.  אני בסדר.
Pretty good turn out.	הרבה אנשים באו.
Pretty good turn out.	הרבה אנשים באו.
Pretty good turn out.	הרבה אנשים באו.
Pretty good turn out.	הרבה אנשים באו.
Pretty good turn out.	הרבה אנשים באו.
Pretty good turn out.	הרבה אנשים באו.
Yep.	בטח.
Yep.	בטח.
Yep.	בטח.
Yep.	בטח.
Yep.	בטח.
Yep.	בטח.
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Heard any new jokes?	יצא לך לשמוע בדיחות חדשות?
Not in months.	לא בחודשים האחרונים.
Not in months.	לא בחודשים האחרונים.
Not in months.	לא בחודשים האחרונים.
Not in months.	לא בחודשים האחרונים.
Not in months.	לא בחודשים האחרונים.
Not in months.	לא בחודשים האחרונים.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Gotta get the recipe for that fish.	אני חייב להשיג את המתכון של הדג הזה.
Oh, yeah.	אה, כן.
Oh, yeah.	אה, כן.
Oh, yeah.	אה, כן.
Oh, yeah.	אה, כן.
Oh, yeah.	אה, כן.
Oh, yeah.	אה, כן.
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Cheap sexual innuendo.)	)רמיזה מינית זולה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
(Mindless retort.)	)תשובה ללא חשיבה.(
Blah BLAH blah^	בלה *בלה* בלה^
Blah BLAH blah^	בלה *בלה* בלה^
Blah BLAH blah^	בלה *בלה* בלה^
Blah BLAH blah^	בלה *בלה* בלה^
Blah BLAH blah^	בלה *בלה* בלה^
Blah BLAH blah^	בלה *בלה* בלה^
BLAH blah blah^	*בלה* בלה בלה^
BLAH blah blah^	*בלה* בלה בלה^
BLAH blah blah^	*בלה* בלה בלה^
BLAH blah blah^	*בלה* בלה בלה^
BLAH blah blah^	*בלה* בלה בלה^
BLAH blah blah^	*בלה* בלה בלה^
Nice costume.	תחפושת נחמדה.
Some party, eh?	חתיכת מסיבה, אה?
Hi.  My name's Guybrush.\xFF\x09\x17\x00	שלום. שמי ברנשצבע כפיסדבק.\xFF\x09\x17\x00
Don't I know you from somewhere?\xFF\x09\x19\x00	אני לא מכיר אותך מאיפשהו?\xFF\x09\x19\x00
Where'd you get that drink?\xFF\x09\x07\x00	מאיפה השגת את המשקה הזה?\xFF\x09\x19\x00
So how do you know Elaine?	אז איך אתה מכיר את אילנה?
Anyone seen the Governor?	מישהו ראה את המושלת?
Tried the fish?	ניסית את הדג?
This is some house, wouldn't you say?	זה חתיכת בית, אתה לא חושב?
So, when do we bob for apples?\xFF\x09\x06\x00	אז, מתי אנחנו שולפים תפוחים מהגיגית?\xFF\x09\x06\x00
Say, did you make that costume yourself?\xFF\x09\x07\x00	תגיד, הכנת את התחפושת הזאת בעצמך?\xFF\x09\x07\x00
Hey!  Let's form a bunny hop line!	היי!  בואו ניצור טור של ארנבים מקפצים!
Well, it's been nice talking to you.	טוב, היה נחמד לדבר איתך.
Gotta go now.\xFF\x09\x1A\x00	חייב ללכת עכשיו.\xFF\x09\x1A\x00
Is there a bathroom in here?	יש פה שירותים?
What did you say your name was?\xFF\x09\x17\x00	איך אמרת שקוראים לך?\xFF\x09\x17\x00
I just heard the funniest story^	שמעתי עכשיו סיפור ממש מצחיק^
This is fun.	זה כיף.
We should all do this more often, don't you think?	כדאי שנעשה את זה כולנו לעתים קרובות יותר, גם אתה חושב ככה?
So are you wearing anything under there?\xFF\x09\x18\x00	אז את לובשת משהו מתחת לזה?\xFF\x09\x18\x00
Man, she has shoulder pads in everything.	בחיי, יש לה כריות כתפיים והכל.
I think I'm wearing enough women's clothes right now.	אני חושב שאני לובש מספיק בגדי נשים כרגע.
I'm warm enough in the one I have on.	מספיק חם לי במה שאני כבר לובש.
coat	מעיל
Nothing back here.	אין פה שום דבר מאחורה.
I'd like to, but I'd better stay in costume.	הייתי שמח לעשות את זה, אבל כדאי שאשאר בתחפושת.
I'm pretty comfortable in what I have on.	די נוח לי במה שכבר עליי.
changing screen	פרגוד
Hey, it's Kyle Katarn in a dress!	היי, זה קייל קטארן בשמלה!
Hey, it's Zonker Harris in a dress!	היי, זה זונקר האריס בשמלה!
Hey, it's Kyle Katarn!	היי, זה קייל קטארן!
Hey, it's Zonker Harris!	היי, זה זונקר האריס!
mirror	מראה
You know, I heard some guys talking about Marley's bust^	אתם יודעים, שמעתי כמה חבר'ה מדברים על הגוף החטוב של מארלי^
^this must be it.	^זה בטח זה.
I don't want to break anything.	אני לא רוצה לשבור משהו.
Elaine would kill me.	אילנה תהרוג אותי.
bust	פסל
door	דלת
I can see the map fluttering around in the front yard.	אני רואה את המפה מתנפנפת לה בחצר הקדמית.
I can see Governor Marley's front yard.	אני רואה את החצר הקדמית של המושלת מארלי.
window	חלון
It's just a porcelain replica of a chest.	זה רק שחזור מפורצלן של תיבה.
I hate that knick-knacky junk.	אני שונא את הזבל הזול הזה.
It's impolite to stare at a woman's chest.	זה לא מנומס לבהות במטען של אישה.
The last time I stole something from Governor Marley I almost ended up as fish food.	בפעם האחרונה שגנבתי משהו מהמושלת מארלי כמעט סיימתי את דרכי בתור מזון לדגים.
chest	מטען
Comfy.	נוח.
I'd better not muss up Elaine's sheets.	כדאי שלא אבלגן לאילנה את הסדינים.
divan	שזלונג
`Central Caribbean School for Governors^	בית הספר הקריבי המרכזי למושלים^
^Crew '67`	^צוות '67'
Well, maybe she won't miss this old thing.	טוב, אולי היא לא תתגעגע לדבר הישן הזה.
oar	משוט
Governor, I caught one of your party guests making off with your grandfather's map.	המושלת, תפסתי את אחד מאורחי המסיבה שלך מנסה להימלט עם המפה של סבא שלך.
Another would-be treasure hunter, eh?	עוד מישהו שרוצה לשחק בציד אוצרות, מה?
Bring him in.	תכניס אותו.
In here, Guybrush!	הנה, ברנשצבע!
Guybrush!	ברנשצבע!
Guybrush Threepwood?!?	ברנשצבע כפיסדבק?!?
The one and only, sugarbear!	האחד והיחיד, מתוקונת!
Of all the parties in all the houses on all the islands in the Caribbean^	מכל המסיבות בכל הבתים בכל האיים הקריביים^
^he had to crash mine!	^הוא היה חייב להתפרץ לשלי!
It's destiny, honeycakes!	זה הגורל, דובשנית!
Don't talk to me.	אל תדבר איתי.
Snugglepuss!	פוצי-מוצי!
Get lost.	תסתלק.
Punkydoodle!	שמופי-פופי!
I'm warning you^	אני מזהירה אותך^
Pooper-dooper!	קוקי-בוקי!
Maybe I should go rake the back forty.	אולי כדאי שאני אלך לגרוף את החצר האחורית.
Look at us, together again.	תראי אותנו, שוב ביחד.
Boy.  We haven't been like this since^	בחיי.  לא היינו ככה מאז^
^well^	^ובכן^
Since I quit my job and moved away without leaving a forwarding address?	מאז שעזבתי את העבודה ועברתי בלי להשאיר כתובת ליצירת קשר?
Was that what happened?  Gee, I thought^	זה מה שקרה?  בחיי, אני חשבתי^
Guybrush!  Can't you take a hint?	ברנשצבע!  אתה לא מבין רמזים?
We were a mistake!	אנחנו היינו טעות!
I thought we had an agreement.	חשבתי שהיה לנו הסכם.
Maybe I wasn't clear enough the last time^	אולי לא הייתי מספיק ברורה בפעם הקודמת^
Boy, you really can't take a hint.	בחיי, אתה באמת לא קולט רמזים.
Aren't you supposed to be history?	אתה לא אמור להיות מחוסל?
Don't you ever give up?	אתה אף פעם לא מוותר?
Why can't you just leave me alone?	למה אתה לא יכול פשוט לעזוב אותי בשקט?
I thought I smelled something.	חשבתי שהרחתי משהו.
	
	
Guybrush's score: \xFF\x04\x37\x01 out of 50.	הציון של ברנשבצע: \xFF\x04\x37\x01 מתוך 50.
Oh, Guybrush^	הו, ברנשצבע^
I know I shouldn't have anything to do with you^	אני יודעת שעדיף שלא יהיה לי שום קשר אליך^
^but there's something about your weakness and ineptitude that I find infectious.	^אבל יש משהו בחולשה ובחוסר היכולת שלך שאני מוצאת מידבק.
Does that mean you're going to let me have the map?	זה אומר שאת תתני לי את המפה?
The map!	המפה!
Is that what this is all about?	זו הסיבה לכל זה?
